_id,id,parcel_id,inactive,name,rentable,type,primary_user,address_number,street,zip,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
101,1010723544,50-F-260,f,Fort Pitt Park Announcers Booth,f,Activity,Department of Public Works,NA,HILLCREST ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Fort_Pitt_Park_Announcers_Booth.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46904087,-79.94296901
102,2043378739,50-F-260,f,Fort Pitt Park Lights Building,f,Utility,Department of Public Works,NA,HILLCREST ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Fort_Pitt_Park_Lights_Building.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46892769,-79.94251792
103,728670745,46-B-290,f,Fowler Field Lights Building,f,Utility,Department of Public Works,NA,N CHARLES ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Fowler_Field_Lights_Building.jpg,Perry South,6,26,42003261400,1,26,1,1-23,40.47049546,-80.0100602
104,1635303938,29-G-38,f,Frazier Fieldhouse,f,Activity,CitiParks,NA,FRAZIER ST,15213,https://tools.wprdc.org/images/pittsburgh/facilities/Frazier_Fieldhouse.jpg,South Oakland,3,4,42003040900,3,4,4,2-11,40.42974618,-79.95440002
105,944074260,127-H-100-0-1,f,Frick Park Biddle Building,f,Office,Department of Public Safety,800,S BRADDOCK AVE,15221,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Biddle_Building.jpg,Regent Square,5,14,42003141000,3,14,4,2-16,40.43659163,-79.89659796
106,280573423,127-H-100-0-1,f,Frick Park Blue Slide Park Concession Stand,f,Concession,Department of Public Works,NA,ENGLISH LN,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Blue_Slide_Park_Concession_Stand.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.42951341,-79.91379272
107,1220088240,127-H-100-0-1,f,Frick Park Blue Slide Park Restrooms,f,Restrooms,Department of Public Works,NA,ENGLISH LN,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Blue_Slide_Park_Restrooms.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.42948117,-79.91372454
108,1418496458,127-H-100-0-1,f,Frick Park Blue Slide Park Shelter,f,Shelter,Department of Public Works,NA,BEECHWOOD BLVD,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Blue_Slide_Park_Shelter.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43017007,-79.91496997
109,1139965717,127-H-100-01,f,Frick Park Bowling Greens Building,f,Storage,Department of Public Works,NA,REYNOLDS ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Bowling_Greens_Building.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44480089,-79.90090237
110,225011312,127-H-100-0-1,f,Frick Park Bowling Greens Garage,f,Activity,CitiParks,NA,REYNOLDS ST,15217,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Bowling_Greens_Garage.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44474293,-79.90079018
111,1314604727,127-H-100-0-1,f,Frick Park Bowling Greens Shelter,f,Shelter,Department of Public Works,NA,REYNOLDS ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Bowling_Greens_Shelter.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44487697,-79.90107976
112,1649042168,127-H-100-0-1,f,Frick Park Concession Stand,f,Concession,Department of Public Works,NA,BRADDOCK AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Concession_Stand.jpg,Regent Square,5,14,42003141000,3,14,4,2-16,40.4375842,-79.89786204
113,1655062579,,f,Frick Park Duffy Cabin,f,Storage,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Duffy_Cabin.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43704242,-79.9069528
114,990625521,127-H-100-0-1,f,Frick Park Entrance Gate,f,Service,CitiParks,NA,S HOMEWOOD AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Entrance_Gate.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44620146,-79.90320409
115,1057443201,127-H-100-0-1,f,Frick Park Forbes and Braddock Shelter,t,Shelter,Department of Public Works,NA,BRADDOCK AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Forbes_and_Braddock_Shelter.jpg,Regent Square,5,14,42003141000,3,14,4,2-16,40.43889795,-79.89856562
116,1725446176,127-H-100-0-1,f,Frick Park Gatehouse 1,f,Office,Department of Public Works,2005,BEECHWOOD BLVD,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Gatehouse_1.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43694386,-79.90815907
117,1643526179,127-H-100-0-1,f,Frick Park Gatehouse 2,f,Office,Department of Public Works,2005,BEECHWOOD BLVD,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Gatehouse_2.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43674621,-79.90821932
118,1442555506,127-H-100-0-1,f,Frick Park Gatehouse 3,f,Office,Department of Public Works,NA,FORBES AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Gatehouse_3.jpg,Squirrel Hill South,5,14,42003981100,3,14,4,3-14,40.43934697,-79.90112063
119,1984401881,127-H-100-0-1,f,Frick Park Hollow Lower Restrooms,f,Restrooms,Department of Public Works,NA,FRICK PARK ACCESS RD E,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Hollow_Lower_Restrooms.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-16,40.43307498,-79.90012969
120,1921228275,127-H-100-0-1,f,Frick Park Lower Shelter 1,f,Shelter,Department of Public Works,NA,FRICK PARK ACCESS RD E,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Lower_Shelter_1.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-16,40.43313267,-79.90032172
121,212858599,127-H-100-0-1,f,Frick Park Environmental Center,f,Activity,CitiParks,2005,BEECHWOOD BLVD,,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Environmental_Center.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43648648,-79.90759449
122,1976589660,127-H-100-0-1,f,Frick Park Restrooms,f,Restrooms,CitiParks,NA,S BRADDOCK AVE,15217,https://tools.wprdc.org/images/pittsburgh/facilities/Frick_Park_Restrooms.jpg,Regent Square,5,14,42003141000,3,14,4,2-16,40.43758067,-79.89813568
123,588366786,83-P-292,f,Garland Park Spray Building,f,Utility,CitiParks,NA,N EUCLID AVE,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Garland_Park_Spray_Building.jpg,East Liberty,9,11,42003111500,2,11,5,3-8,40.46353729,-79.92776544
124,524638089,162-S-80,f,Garvin Park Concession Stand,f,Concession,Department of Public Works,60,GARVIN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Garvin_Park_Concession_Stand.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49229502,-80.01811191
125,1904073058,162-S-88,f,Garvin Park Fieldhouse,f,Storage,Department of Public Works,44,GARVIN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Garvin_Park_Fieldhouse.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49260191,-80.01894919
126,1264685831,162-S-80,f,Garvin Park First Base Dugout,f,Dugout,Department of Public Works,NA,GARVIN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Garvin_Park_First_Base_Dugout.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.4924582,-80.01805396
127,1704555952,162-S-80,f,Garvin Park Third Base Dugout,f,Dugout,Department of Public Works,NA,GARVIN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Garvin_Park_Third_Base_Dugout.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49235554,-80.01827743
128,253387558,56-M-250,f,Glen Hazel Senior Center,f,Senior,CitiParks,945,ROSSELLE CT,,https://tools.wprdc.org/images/pittsburgh/facilities/Glen_Hazel_Senior_Center.jpg,Glen Hazel,5,15,42003562300,3,15,4,2-13,40.40674251,-79.93311132
129,1992643068,3-J-180-0-2,f,Grandview Overlook Building,f,Activity,CitiParks,459,BAILEY AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Grandview_Overlook_Building.jpg,Allentown,3,18,42003180300,5,18,3,4-5,40.42640852,-79.99682556
130,1746886932,134-A-148,f,Hays Park Shelter,f,Shelter,Department of Public Works,NA,HILLBURN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Hays_Park_Shelter.jpg,Hays,5,31,42003562900,3,31,4,4-20,40.38333485,-79.93171755
131,1234490259,56-P-306,f,Hazelwood Community Center,f,Community,Department of Public Works,138,JOHNSTON AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Hazelwood_Community_Center.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40647495,-79.94265993
132,844063096,56-B-240,f,Hazelwood Library,f,Vacant,Carnegie Library of Pittsburgh,4751,MONONGAHELA ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Hazelwood_Library.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41207298,-79.94327018
133,732182160,57-B-175,f,Hazelwood Senior Center,t,Senior,CitiParks,5344,SECOND AVE,15207,https://tools.wprdc.org/images/pittsburgh/facilities/Hazelwood_Senior_Center.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40367113,-79.94257727
134,523485030,19-F-143,f,Herschel Concession Stand,f,Concession,CitiParks,801,HERSCHEL ST,15220,https://tools.wprdc.org/images/pittsburgh/facilities/Herschel_Concession_Stand.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44029506,-80.04389947
135,783807050,19-F-143,f,Herschel Fieldhouse,f,Restrooms,Department of Public Works,801,HERSCHEL ST,15220,https://tools.wprdc.org/images/pittsburgh/facilities/Herschel_Fieldhouse.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44007747,-80.04321139
136,1719982789,19-F-143,f,Herschel Upper Field Building,f,Activity,CitiParks,801,HERSCHEL ST,15220,https://tools.wprdc.org/images/pittsburgh/facilities/Herschel_Upper_Field_Building.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.4404166,-80.04433756
137,1438532672,19-F-143,f,Herschel Upper Field First Base Dugout,f,Dugout,CitiParks,801,HERSCHEL ST,15220,https://tools.wprdc.org/images/pittsburgh/facilities/Herschel_Upper_Field_First_Base_Dugout.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44033487,-80.04448242
138,144617671,82-F-47,f,Heths Park Concession Stand,f,Concession,CitiParks,5435,HAMPTON ST,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Heths_Park_Concession_Stand.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.47737626,-79.92816899
139,317858517,82-H-1-0-2,f,Highland Park Bigelow Grove,t,Shelter,Department of Public Works,708,RESERVOIR DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Bigelow_Grove.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48460202,-79.91570051
140,975171008,82-H-1-0-2,f,Highland Park Bike Pavilion,f,Shelter,Department of Public Works,1391,WASHINGTON BLVD,,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Bike_Pavilion.jpg,Highland Park,7,11,42003980100,2,11,5,3-12,40.47612692,-79.90898838
141,1232356456,82-H-1-0-2,f,Highland Park Elm Grove Shelter,t,Shelter,Department of Public Works,6900,LAKE DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Elm_Grove_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47669674,-79.91039848
142,649027918,82-H-1-0-2,f,Highland Park Farmhouse,f,Activity,CitiParks,1340,FARMHOUSE DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Farmhouse.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47602155,-79.91371025
143,63545891,82-H-1-0-2,f,Highland Park Lake Carnegie Cabin,f,Cabin,Department of Public Works,NA,LAKE DR,,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Lake_Carnegie_Cabin.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48035419,-79.91163893
144,130294472,82-H-1-0-2,f,Highland Park Lake Point Shelter,f,Shelter,Department of Public Works,7206,LAKE DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Lake_Point_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48022213,-79.90976007
145,202870739,82-H-1-0-2,f,Highland Park Maple Grove Shelter,t,Shelter,Department of Public Works,1036,RESERVOIR DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Maple_Grove_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.4802752,-79.91825154
146,1523072102,82-H-1-0-2,f,Highland Park Memorial Grove Shelter,t,Shelter,Department of Public Works,918,RESERVOIR DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Memorial_Grove_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48178759,-79.9169825
147,1117865113,82-H-1-0-2,f,Highland Park Pool Building,f,Pool,CitiParks,7405,LAKE DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Pool_Building.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48218369,-79.91173714
148,675071669,82-H-1-0-2,f,Highland Park Pool Grove Shelter,t,Shelter,Department of Public Works,7340,LAKE DR,,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Pool_Grove_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48299874,-79.91040035
149,2131696007,82-H-1-0-2,f,Highland Park Reservoir Restrooms,f,Restrooms,CitiParks,473,RESERVOIR DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Reservoir_Restrooms.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48151687,-79.91394783
150,1582481712,82-H-1-0-2,f,Highland Park Rhododendron Shelter,t,Shelter,Department of Public Works,7084,LAKE DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Rhododendron_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47884953,-79.91046946
151,712815606,82-H-102,f,Highland Park Service Building Quonset Hut,f,Storage,Department of Public Works,NA,FARMHOUSE DR,,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Service_Building_Quonset_Hut.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47600742,-79.9128725
152,326734985,82-H-1-0-2,f,Highland Park Sycamore Grove Shelter,t,Shelter,Department of Public Works,NA,RESERVOIR DR,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Sycamore_Grove_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48173026,-79.91293838
153,1299757694,82-H-1-0-2,f,Highland Park Tennis Court Shelter,f,Shelter,Department of Public Works,NA,STANTON AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Highland_Park_Tennis_Court_Shelter.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47397804,-79.91085763
154,62668357,125-S-150,f,Homewood Pool Building,f,Pool,CitiParks,557,N LANG AVE,15208,https://tools.wprdc.org/images/pittsburgh/facilities/Homewood_Pool_Building.jpg,Homewood South,9,13,42003130300,2,13,5,3-17,40.45423673,-79.90010495
155,985509164,174-K-121,f,Homewood Senior Center,t,Senior,CitiParks,7321,FRANKSTOWN AVE,15208,https://tools.wprdc.org/images/pittsburgh/facilities/Homewood_Senior_Center.jpg,Homewood North,9,13,42003130200,2,13,5,3-17,40.45692645,-79.89299951
156,257471611,23-E-106,f,Jefferson Recreation Center,f,Rec Center,CitiParks,605,REDKNAP ST,15214,https://tools.wprdc.org/images/pittsburgh/facilities/Jefferson_Recreation_Center.jpg,Central Northside,6,25,42003250300,1,25,1,1-21,40.45935482,-80.01447619
157,562322545,1221-L-128,f,Joe Natoli Field Announcers Booth,f,Activity,Department of Public Works,NA,PRESIDENT WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Joe_Natoli_Field_Announcers_Booth.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.48362567,-79.92620338
158,919692108,1221-L-128,f,Joe Natoli Field Batting Cage Building,f,Activity,Department of Public Works,NA,PRESIDENT WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Joe_Natoli_Field_Batting_Cage_Building.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.4836448,-79.92499991
159,555530939,121-L-128,f,Joe Natoli Field Storage Building,f,Storage,Department of Public Works,NA,PRESIDENT WAY,,https://tools.wprdc.org/images/pittsburgh/facilities/Joe_Natoli_Field_Storage_Building.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.48452683,-79.9255644
160,1461822237,10-F-198,f,Josh Gibson Field 1 First Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Josh_Gibson_Field_1_First_Base_Dugout.jpg,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.44960008,-79.97765856
161,1182113251,10-F-198,f,Josh Gibson Field 1 Third Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Josh_Gibson_Field_1_Third_Base_Dugout.jpg,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.44944146,-79.97774995
162,876400767,10-F-198,f,Josh Gibson Field 2 First Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Josh_Gibson_Field_2_First_Base_Dugout.jpg,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.44957424,-79.97891186
163,255358120,10-F-198,f,Josh Gibson Field 2 Third Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Josh_Gibson_Field_2_Third_Base_Dugout.jpg,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.44975668,-79.97880552
164,1877754591,10-F-198,f,Josh Gibson Field Concession Stand,f,Concession,Department of Public Works,2201,BEDFORD AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Josh_Gibson_Field_Concession_Stand.jpg,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.44926659,-79.97784023
165,1928873327,11-C-1,f,Kennard Concession Stand,f,Concession,Department of Public Works,2200,REED ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Kennard_Concession_Stand.jpg,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44319693,-79.97328697
166,1900198791,11-C-1,f,Kennard Maintenance Building,f,Service,CitiParks,2200,REED ST,15219,https://tools.wprdc.org/images/pittsburgh/facilities/Kennard_Maintenance_Building.jpg,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44321284,-79.97396409
167,1476861688,124-J-224,f,Larimer Park Shelter,f,Shelter,Department of Public Works,NA,LENORA ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Larimer_Park_Shelter.jpg,Larimer,9,12,42003120400,2,12,5,3-12,40.46673766,-79.91329351
168,501212014,80-R-100,f,Lawrenceville Senior Center,t,Senior,CitiParks,4600,BUTLER ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Lawrenceville_Senior_Center.jpg,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.47310439,-79.95806731
169,978364620,75-D-197,f,Legion Park Building,f,Shelter,Department of Public Works,3615,BRIGHTON RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Legion_Park_Building.jpg,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48177251,-80.03430409
170,732655695,80-R-100,f,Leslie Park Concession Stand,f,Concession,Department of Public Works,NA,46TH ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Leslie_Park_Concession_Stand.jpg,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,40.47212626,-79.95749809
171,1045047284,80-R-100,f,Leslie Pool Building,f,Pool Closed,CitiParks,4650,BUTLER ST,15201,https://tools.wprdc.org/images/pittsburgh/facilities/Leslie_Pool_Building.jpg,Central Lawrenceville,7,9,42003981000,2,9,2,3-3,40.47344815,-79.95738891
172,884051009,185-M-62,f,Lincoln Place Park Building,f,Restrooms,Department of Public Works,NA,COX AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Lincoln_Place_Park_Building.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37009403,-79.91729422
173,1534717574,54-R-296,f,Magee Field Lights Building,f,Utility,CitiParks,NA,GREENFIELD AVE,15217,https://tools.wprdc.org/images/pittsburgh/facilities/Magee_Field_Lights_Building.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42599503,-79.93825731
174,599992236,54-R-296,f,Magee Pool Building,f,Pool,Department of Public Works,600,GREENFIELD AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Magee_Pool_Building.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42506023,-79.93711661
175,126306707,54-R-296,f,Magee Recreation Center,t,Senior,CitiParks,745,GREENFIELD AVE,15217,https://tools.wprdc.org/images/pittsburgh/facilities/Magee_Recreation_Center.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42437587,-79.936772
176,815830043,22-F-170,f,Manchester Pool Building,f,Pool Closed,CitiParks,1818,FULTON ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Manchester_Pool_Building.jpg,Manchester,6,21,42003210700,1,21,1,1-8,40.45870807,-80.02578805
177,1826821013,114-K-94,f,Marmaduke Concession Stand,f,Concession,Department of Public Works,3915,OSWALD ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Marmaduke_Concession_Stand.jpg,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48478095,-80.04307848
178,380488687,114-K-94,f,Marmaduke Deck Hockey Benches,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Marmaduke_Deck_Hockey_Benches.jpg,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48438681,-80.0431114
179,1388476502,27-A-183,f,Martin Luther King Cultural Center,f,Community,Department of Public Works,636,HERRON AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Martin_Luther_King_Cultural_Center.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45209494,-79.96387834
180,124406731,11-C-1,f,Martin Luther King Field Field House,f,Storage,Department of Public Works,NA,DE RUAD ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Martin_Luther_King_Field_Field_House.jpg,Terrace Village,6,5,42003051100,3,5,2,2-1,40.43984141,-79.97444671
181,1424834550,184-G-250,f,McBride Picnic Shelter 1,f,Shelter,Department of Public Works,NA,MCBRIDE AVE,15207,https://tools.wprdc.org/images/pittsburgh/facilities/McBride_Picnic_Shelter_1.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37051443,-79.90547421
182,1987524533,184-G-250,f,McBride Picnic Shelter 2,f,Shelter,Department of Public Works,NA,MCBRIDE AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/McBride_Picnic_Shelter_2.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37023336,-79.90703895
183,122537844,184-G-250,f,McBride Service and Restroom Building,f,Restrooms,Department of Public Works,NA,MCBRIDE AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/McBride_Service_and_Restroom_Building.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.36996775,-79.90705647
184,1193583166,184-G-249,f,McBride Swimming Pool Building,f,Pool,Department of Public Works,1785,MCBRIDE AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/McBride_Swimming_Pool_Building.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37025225,-79.90740949
185,1417196909,42-A-10,f,McGonigle Concession Stand,f,Concession,CitiParks,NA,NATHAN WAY,15205,https://tools.wprdc.org/images/pittsburgh/facilities/McGonigle_Concession_Stand.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45967499,-80.06579938
186,1250016985,34-D-20,f,McKinley Park Concession Stand,f,Concession,CitiParks,NA,BAUSMAN ST,15210,https://tools.wprdc.org/images/pittsburgh/facilities/McKinley_Park_Concession_Stand.jpg,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41338431,-79.99755122
187,1957595237,34-D-20,f,McKinley Park Office,f,Office,CitiParks,441,BAUSMAN ST,15210,https://tools.wprdc.org/images/pittsburgh/facilities/McKinley_Park_Office.jpg,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41289097,-79.99847393
188,1976162345,34-D-20,f,McKinley Park Picnic Shelter,t,Shelter,Department of Public Works,NA,BAUSMAN ST,15210,https://tools.wprdc.org/images/pittsburgh/facilities/McKinley_Park_Picnic_Shelter.jpg,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41222136,-80.00059429
189,1607127051,34-D-20,f,McKinley Park Activities Building,f,Senior,CitiParks,100,DELMONT AVE,15210,,Beltzhoover,4,18,42003562400,5,18,3,4-16,40.41368229,-80.00422549
190,1488543871,33-A-200,f,Medic 02,f,Medic Station,Department of Public Safety,430,MATHEWS AVE,15210,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_02.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41362312,-79.99668356
191,1323674734,6-A-99,f,Medic 03 Police Zone 06,f,Medic Station,Department of Public Safety,312,S MAIN ST,15220,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_03_Police_Zone_06.jpg,West End,2,20,42003562600,5,20,6,1-17,40.44211224,-80.03228557
192,869326639,46-K-214,f,Medic 04,f,Medic Station,Department of Public Safety,215,LAFAYETTE AVE,15214,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_04.jpg,Perry South,6,26,42003261400,1,26,1,1-12,40.46540081,-80.00966188
193,719493433,50-E-131,f,Medic 06,f,Medic Station,Department of Public Safety,4740,MOSSFIELD ST,15224,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_06.jpg,Garfield,9,10,42003101600,2,10,5,3-4,40.46792927,-79.94678105
194,994486773,14-F-26,f,Medic 08,f,Medic Station,Department of Public Safety,212,WALTER AVE,15210,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_08.jpg,Allentown,3,18,42003180300,5,18,3,4-21,40.4203035,-79.99499189
195,2125636448,51-N-61,f,Medic 09 Rescue 1,f,Medic Station,Department of Public Safety,800,S MILLVALE AVE,15213,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_09_Rescue_1.jpg,Bloomfield,7,8,42003080400,2,8,5,2-23,40.45494634,-79.94804037
196,1445664286,45-A-180,f,Medic 10,f,Medic Station,Department of Public Safety,2800,SHADELAND AVE,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_10.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.46999577,-80.03012447
197,53610061,1-M-115,f,Medic 14 Rescue 2 Police Bike Patrol,f,Medic Station,Department of Public Safety,344,BLVD OF THE ALLIES,15222,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_14_Rescue_2_Police_Bike_Patrol.jpg,Central Business District,6,1,42003020100,6,1,2,1-4,40.43774975,-80.0007328
198,495853592,52-D-346,f,Medic Headquarters,f,Medic Station,Department of Public Safety,700,FILBERT ST,15232,https://tools.wprdc.org/images/pittsburgh/facilities/Medic_Headquarters.jpg,Shadyside,8,7,42003070300,2,7,4,3-22,40.45251584,-79.93384182
